Comment;Sentimen
Suruh bayar saja sama ngaciro dan Luhut yg ngotot proyek whoos ono yg semula B to B ...tapi kemudian pakai APBN ono ...sita harta ngaciro presiden terkorupt nomor 3 OCCRP dan si harta Luhut yg peng peng ono yg sudah cukup kenyang korupt selama ngaciro berkuasa dan dia menteri yg serba bisa....ngapain Prabowo pusing2 mikirin hutang KCCI ono luur...kayak Malaysia diera Mathakir tidak mau tanggung jawab atas hutang di era Najib ono luur...karena negara ini punya prioritas lainnya utk program2 kesejahteraan rakyat.yg lebih mendesak ....begono lo luur...ojo repot2 tenan...;negatif
yang Namanya pembangunan seharusnya tidak perlu dihitung untung dan rugi karena ini untuk rakyat. beda dengan perusahaan swasta yang harus untung terus;positif
​@davimperacoba jangan kasih narasi yang keliru drun. Utang KCIC itu bukan utang negara tapi utang KAI jadi yang bayar ya BUMN itu dan jangan kasih narasi kemana mana. Pemilik saham tetap BUMN 60%, dan perusahaan China 40% .;negatif
Jokowi panggil pak Prabowo, dah pensiun jangan ninggalin utang mlulu,;negatif
"Ngk aneh hampir semua BUMN rugi bahkan ada yg sudah puluhan tahun sampai sekarang.
Contoh Garuda Indonesia, PLN , dan puluhan lainnya.
Kenapa KAI ,kereta cepat ini digoreng ?
Ya ,demi kepentingan politik ,membuang orang orang yg ada di pemerintahan Prabowo yg dulunya bersama Jokowi.
Rakyat Indonesia harus cerdas.
Byk elit yg berharap dapat masuk penerintahan Prabowo tapi mereka kecewa sebab Prabowo masih mempertahankan beberapa orang lama.

Jadi rakyat jangan mudah terhasut hanya karena kepentingan mereka pribadi.😢😢😢";negatif
Coba cek akurasi besaransuku bunga pinjaman ke KCIC, 2,5% atau 3,4%?;negatif
"Gak usah banyak komen, seharusnya segera periksa jokowi dan pihak² terkait...
Karena hanya mrk lah yg mendapatkan keuntungan...";negatif
Wkwkwk😂😂😂. Dari dulu gue ngomong soal ini tapi para pemuja Jokowi bilang gue gak paham persoalan ini. Wkwkwk😂😂😂;negatif
Untuk Para Termul: Waktu Dan Tempat Saya Persilahkan Untuk Komenya.;negatif
"Ini lebih dari lintah darat.
Tidak ada alasan untuk mempertahankannya. Kecuali ada pihak2 yang ingin TETAP MAKAN BESAR disela2 kerugian parah seperti itu.
Sebetulnya ini bukan barang baru, sejak awal sudah penuh kontrofersi. Bahkan sampe Jonan tidak datang waktu peletakan batu pertama pembangunan relnya.
Sejak awal sarat penyimpangan. Dikatakan tidak pakai APBN, ternyata bolak balik pakai APBN. Perlu diusut penyimpangan ini.";negatif
Proyek BRILIAN era BAPAK JOKOWI....Keren Banget warisan Beliau;negatif
Yg membagongkan proyek strategi nasional tujuannya untuk apa ?rakyat tidak tau gali sana gali sini tutup sana tutup sini.bikin macet .sebenarnya buat apa?;negatif
RIBA HARAM;negatif
Suru bayar ex persiden Jokowi...sudah diperingatkan.untung ruginya.malah.jln terus.didukung.pembantu pembantunya...untuk jln terus....;negatif
"Masih banyak proyek2 rezim Jokowi planga-plongo dkk yang tak mamfaat,tapi rakyat jadi korban.
""Usut pronyek2 yang menyalahkan wewenang rezim Jokowi planga-plongo""";negatif
"Rini Suwandi, LBP, Jokowi bertanggung jawab atas hutang KCIC bunga dan pokok.
Kalau perlu tarik aset mereka ber 3 untuk melunasi hutangnya dan dalam perjanjian 60 tahun jangka waktunya.";negatif
Proyek yang bertujuan jadi legacy heroik malah jadi racun pembunuh.;negatif
Yang bikin kebijakan bisa dikasuskan Ndak ya, seperti kasus pak Tom;negatif
Wes Jo omong AE sing penting duit nya di sita negora ngumpul di bagi rakyat Indonesia orangnya di sembelih di depan umum jadi yg lain mikir;negatif
"Udah PK Prabowo!
Tangkap Jokowi,dia bikin rakyat sengsarah!
KAI TDK penting,smpai di paksakan ngutang,kereta CPT,spa yg nikmati!?
Rakyat bawah mana pernah naik kereta CPT,TPI kena getahx,tangkap yg maling uang rakyat!
Sita hartax,utk nyaur utang negara?";negatif
Mana bisa, jongkok aja gak bisa. Terlalu banyak mata rabun di era lasik surgery. Sumpah pocong lak wis.... KDM is the best;negatif
Lah fungsinya naikin pajak kan bwt ini itu hahaaii;negatif
Prabowo di buat gila jokowii😂😂😂😂;negatif
Suruh jokodok dan opung bayar;negatif
Warisan yg dpt di banggakan 😅😅😅😅😅😅😅😅;negatif
Tukang meubel yg ambisinya selangit, ya begini yg sengsara malah jd 250jt lebih rakyat Indonesia. Warisan hutang jokowi bikin negara boncos, defisit anggaran, efisiensi, rakyat dicekek pajak tinggi, dll. Rakyat yg ngga makan riba jd ikut2an ngelakuin riba, krn kita ikutan kontribusi bayar hutang negara yg dgn bunga 🤦‍♂️;negatif
Begitulah kalau pemimpin serakah punya sipat pencitraan jablay.;negatif
Prabowo jangan mau bayar utang kereta cepat biar dibayar jokowi sendiri;negatif
Prabowo dan Jokowi segerbong, udah lupa apa kalian mereka udah temenan;negatif
gitu aja kok pusing , memang kamu tempodotco bisa membangun tanpa hutang ?..;negatif
Kosong, itu lu lunasin dah utangnya, lu pikir pajak naik gara-gara apa? Nutup utang negara lah bodok. Rakyat yang kena kan bebannya;negatif
Hidup jokowi😂;negatif
Yang nikmatin Jawa yang nanggung beban nya 1 Indonesia;negatif
Lagi menunggu komentar termul;negatif
itulah sok modern rakyat juga yg bayar...dasar mulyono rakus tamak..;negatif
Udah dibuat mahu sahahin siapa..nanggung aja resikonya..kerana yang pinter hanyalah pemerintah . Jadi apa mahu dikesah untung atau rugi..kita rakyat cuma gembira dan bangga kerana udah mempunyai kereta gerak cepat pertama di asia;negatif
Kalau ingin beres BPK Prabowo harus mensahkan undang undang perampasan aset;positif
JOKOWI dan anteknya suruh ganti kerugian..enak bener dia ongkang ongkang kaki skrg;negatif
Pangkas donk gaji jbatan DPR , dan kmn uangnya hasil bumi indonesia , knp yg hrs jadi korban rakyat ....negara omon omon 😂;negatif
Gara2 ambisi jokowi rakyat di korbankan;negatif
Proyek ambisius.seorang sarjana teknik kayu, ruginya tak ketulungan.;negatif
Buzzernya woosh nonton ini apa gk ya;negatif
, afia tinggalin utang pd rakyat suruh bayar.;negatif
JOKOWI & Luhut bisa dikatakan sebagai ARSITEK kehancuran Indonesia. Coba renungkan dan cermati polahnya mereka yg se olah2 tahu betul apa yg diprogramkan. Pdahal zonk!;negatif
Hidupkan kembali jalur lama,terutama dari kabupaten ke kota;positif
Balikin aj keretanya 😂😂😂;negatif
Kl tak menguntungkan knp harus dilanjutkan,, mentang mentang yg nanggung rakyat,,;negatif
Bikin pt atau bumn baru apa nggak jd sarang kor... lg 😂😂😂😂 suruh tuh bendahara yg urusa saja 😂😂😂😂 nggak usah bikin yg baru ² lg;negatif
Yaelah tenpo😂;negatif
Tinggal utang lagi aja ,, kan gampang, terus naikan lagi pajak rakyat,,;negatif
suruh ganti luhut dan si.mul;negatif
"Lagian ya Jakarta Bandung udah ada TOLL, ada Kereta, Jalan bisa juga udah bagus… penting baget kah 

Liat ya jalanan di Sumartra yang pada Rusak…jujur sebagai orang sumartra iri banget sama di bangunnya KCIC Jakarta Bandung";negatif
Kereta cepat ini, harus nya di audit jokowi harus bertanggung jawab;negatif
Keretanya kurang cepat, diduga lebih cepat uangnya yang mengalir ke oknum koruptor;negatif
Usut kok bisa merugi;negatif
LUHUT HARUS TANGGUNG JAWAB;negatif
proyek-proyek memperkaya diri sendiri dengan membebankan pada rakyat;negatif
Ini yg sangat dibangga-banggakan orang2 Jokowi dan menteri2nya eh ternyata semuanya berhutang sekarang yg dibikin bingung presiden selanjutnya menanggung beban hutangnya dan rakyat dg imbas pajak yg naik Joman suruh bayar utang itu;negatif
Mungkin proyek ini mediator nya yang dapat dana besar, siapa mediator nya tanya geng solo, karena mereka yang paling ngotot menggolkan proyek ini....;negatif
Kl merugi g usah jln! Ngapain nmbi pusing;negatif
Jokowi Legacy;negatif
YG NGOTOT BANGUN KCJB SURUH PATUNGAN AJA... GANTI KERUGIAN...BGINI NIH AKIBATNYA KLO PUNYA IJAZAH TP GK JELAS;negatif
Ex mentri jdi tersangka karna pengadaan chrome book. Ini yg bikin rugi negara dari proyek kreta rugi tnggung jawab siapa?😅;negatif
Aneh bisa rugi rakyat g pernah utang naik kereta;negatif
Jangan pusing pak Presiden di kantong JOKOWI kan ada 11 T, ambil aja tuk bayar Kreta Cepat ngapain hrs PUSING2 santai aja pak Presiden.;negatif
Dirut KAI lemah.;negatif
Uang MBG itu buat Nyaur hutang .anak anaksekolah sdh makan semua dirumah .;negatif
Awalnya impian diwujudkan dengan memaksakan diri agar Konoha menjadi negara modern.;negatif
KCIC itu merugikan negara nggak ya? Tokoh2nya gaimana nih ... tanggung jawabnya yg .... MESENG ... MESENG ... MENYENGSENGSARAKAN ... anak cucu generasi sekarang.;negatif
Izajah jangan juga hilang tetap harus rame sekarang tambah kereta cepat biar joko w tambah popular ok joko w;negatif
kenapa di negara konoha korupsi di lindungi;negatif
Jika rakyat boleh tidak bayar pajak maka lebih baik tidak perlu bayar pajak daripada digunakan untuk mendanai kereta cepat Jakarta-Surabaya;negatif
ELEE HUTANG KERETA CEPAT ITU DI TANGGUNG 2 NEGARA YAITU CHINA DAN INDONESIA DEBAB SYARIKAT CHINA DAN SYARIKAT INDONESIA JADI BUAT APA BINGUNG HADEUHH;negatif
TERIMA KASIH PAK JOKOWI, WHOOOOSH EMANG HEBAT, hebat utangnya. Halo TERMUL bayarin tuh utang whoooosh;negatif
Jokowi lah yg harus bayar,jokowi bilang di kantong baju ada 11 ribu triliun,dirumah jokowi ada bangker uang apbn 11rb disimpan disana kalau tidak ada penggal kepala nya kirim ke tiongkok buat bayar utang;negatif
Political will dulu dulu Hukumnya diberesin, kasih pengadilan yg tegas ke biang2kerok, bermain, buzzer dan pihak2 yg diuntungkan. Jual Proyek ke Konsorsium Asing, jaminan trafic penumpang, benahin jadi cakep sexy dan masuk akal di mata investor. Hajar tegas yg main2 prosedur, kickback , komisi dan narasi negatif penjualan.;negatif
Semua kebijakan mulyono jadi beban buat rakyat nya, nambah utang ber tumpuk2 rakyat yg harus byr😢;negatif
jelas merugikan negara,;negatif
Bawa ke solo aja untuk jalan jalan keluarga Jokowi kereta cepatnya.;negatif
Sdhlah, semua negara punya hutang, tdk usah jadi biang keroknya indonesia. Jika fikiran anda masih waras Seharusnya anda bersyukur, indonesia bs bersih dan jadi negara yg berinfra struktur modern, tdk kumuh seperti waktu di pimpin persiden presiden sebelum eranya jkw. Jujur saja waktu imdonesia di pimpin jkw imdonesia tdk di pandang sebelah mata oleh negara negara lain. Aku netral siapapun presidennya aku dukung, maaf Bukannya aku membela jkw tapi yg aku ucapkan sesuai fakta dan kenyataannya. Negara adi daya saja hutangnya banyak apalagi negara yg masih berkembang. Makanya bersatulah untuk memberantas para koruptor jika ingin kehidupan rakyat yg lebih baik lagi di masa yg akan datang. Ingat loh fitnah itu lebih kejam dr pembunuhan.;negatif
"Kebijakan gak logis
Tdk sesuai kebutuhan.";negatif
Kembalikan pak jonan ke kai mbah woo;negatif
Nonton jelasin dong...semua jadi jelas ..😂;negatif
Prabowo Subianto akan bangga dengan gurunya ini dan dengan lantang berteriak Hidup Jokowi...... hidup Jokowi ...!!!😂;negatif
Mengapa yg membuat keputusan kereta cepat kok tidak pernah disinggung apalg diminta pertanggung jawaban...?;negatif
Sy heran kenapa ada isu ini. Kan tempo pemvayarannya jangka panjang dan pemasukan tiket KA Cepat kan besar. Penumpangnya full terus. Kok jd isu. Hrsnya semua BUMN diaudit. Perusahaan2 negara kan ladang basah semua spt PLN KAI Pertamina telkom dll. Kalo pemasukan kecil atau rugi berarti pada korupsi.;negatif
Direksi ,komisaris yg gajinya selangit itu jadi beban perusahaan...biarpun rugi mereka minta gaji tinggi....!;negatif
Kalau tidak layak seperti itu mengapa dipertahankan? Kerugian sebesar 2 trilyun pertahun adalah CANCER yang harus diamputasi. Kecuali memang ada yang menikmati kerugian KA cepat ini. Tentu berusaha mempertahnkannya.;negatif
Masukkan mukidi ke Nusa kambangan;negatif
"Kalau ,aku jadi pak Prabowo.
Aku akan memintai keterangan yg jelas pada pihak yg bersangkutan 
Siapa yang berhutang ?
Siapa yang menandatangani perjanjian itu ?
Siapa , direkturnya , penggelola , kereta api itu ?
Mereka semua yg bertanggung jawab semua itu
Pak Prabowo , tinggal menanyakan itu";negatif
Negara ini sengaja di bangkrutkan Jokowo . Wooss...dan IKN salah satu oenyebabnya. di bangkrutkan agar Presiden berikutnya kewalahan;negatif
TERMUL harus ikut bertanggung jawab atas dosa2 majikannya mulyono;negatif
Kereta cepaatt biar di kelola Jokowi dan geng solo...dan Jokowi dan geng solo yg membayar cicilan nya.. sekaligus menjadi hadiah pensiun Jokowi..;negatif
"Presiden yg berambisi tinggi..tapi rendah akademi..rendah morall..renda etika..rendah iman..rendah taqwa nya...tapii bangga dgn sanjungan...akhir bisa nya hanya mengandalkan hutang...
Presiden yg bisa nya hanya mengandalkan hutang..itulah pertanda kalo presiden itu rendah kemampuan mengelola kekayaan alam negerimu..";negatif
Ini gara2 jokowi juga, kereta cepat sangat merugikan negara;negatif
Ini npejabat pengambil kepitusan dahulu harus di periksa;negatif
Sepertinya disengaja buat presiden selanjutnya untuk menanggung beban negara , kayaknya gak ikhlas jika negara dipimpin orang lain;negatif
Untuk hutang negara Pak Prabowo harus berontak dong, adili Jokowidodo untuk mengembalikan uang negara dengan membayar sendiri utang yang dia ambil sendiri dari pengusaha yg mendanai kereta cepat, juga negara harus menghukum menteri BUMN Erick Tohir;negatif
"Itu orang nya masih ada. uang nya pasti ada.
Suruh dia bayar dari pada uang nya di hambur hambur buat kompanye 2029 belum tentu menang dengan kesalahan yang ber tumpuk .";negatif
, jokowi buat utang sangat berat, apa gabisa berhitung, produk cina bertahan 3 thn sudah rongsokJepang bertahan 6 thn masi bagus, apa muliono dapat v?;negatif
Dari pada rugi terus ya di tutup aja kembalikan ke pemiliknya;negatif
"Jokowow ama opung tanggung jawab tuh..

Pak Jonan malah ga didengerin.";negatif
Sdh diperingatkan rizal ramli, faisal basri, jonan, kereta cepat tdk layak, ngeyel. Akhirnya begini;negatif
kenapa sih bukan jokowi lovers gak gantian naik kereta cepat PP aja pasti ketutup tuh biayanya..😂😂KCIC atau kereta cepat rugi terus akhirnya ikut membebani keuangan KAI lama lama tiket kereta konvensional (antar kota) dan KRL bisa bisa naik untuk menutupi kerugian akhirnya rakyat biasa yg terbebani;negatif
Waduh. Gaswaat! Suruh tanggung jawab yg ngadain dan maksakan idenya.;negatif
Kerjaan opung dan raja Jawa;negatif
Pk prab anda dijebloskan jkw pk president diracunin rijebak jkw dgn utang jg segunung semua proksi2 nja jkw jg korupsi uang ja jg diketuk jkw proksi2nja dijebloskan jkw jkw;negatif
"Dia yg buat rakyat yg nanggung.
Di juga harus tanggung jwb.
Jgn Ksh uang pensiun pejabat negara selama msh blm bisa menutup utang yg di perbuat.";negatif
Kereta cepat yg rugi harus yg bertanggung jawab adalah tigaorang.jkw..erick..lbp.;negatif
"Itu koruptor di kejar dan tangkap buat bayar utang.
Utang buat membangun dimasalahin. Koruptor di biarin
Aneh sekali.....Kalau gak di korupsi seharusnya utangnya dikit gak sebanyak itu.";negatif
itu si luhut gmn;negatif
adili jokowi dan krpni kroninmya;negatif
Dpt upeti gede dr itu proyek 😂😂😂;negatif
"KAI menanggung rugi KCIC krn menjadi anak persh KAI terkonkolidasi jd menanggung kerugian KCIC.
Jasa marga dan PTPN minoritas jd d lap keu nya mungkin sbg investasi";negatif
Penumpang rame tp jika dihtg revenue dan cost nya gak match;negatif
"Jokowi Presiden Terburuk.
Bisanya hanya Memperkaya diri ,membebankan Hutang pada Negara 
Adili Jokowi.";negatif
Klu sekarg bahas utang dan kerugian KCIC telattttt waktu jonan tdak setuju bangun KCIC Malah dipecat....emng secara cashflow udh gak fisibel;negatif
Tetaplah B to B , jangan dialihkan kenegara nanti berdampak pada kenaikan pungutan kerakyat..rel kereta adalah bagian bisnis..;negatif
Akhirnya RI jadi babak belur gara2 Geng Oslo. .;negatif
Smp kiamat jg ngga lunas ... Yg penting sohor walaupun tekor;negatif
Kebanggaan Mulyono, para ternaknya dan pemujanya.;negatif
Mwnegerikan korupsi do negara ini sdh ga ngotak;negatif
Ini proyek paksa Jokowi dan Luhut... makanya Jokowi sangat kuat di negeri ini..semua sudah di sumbat mulutnya.. negara ini akan bubar sebelum 2030, seperti apa yang pernah Prabowo katakan..;negatif
"Eh lu jangan pda bacot klo blm tau sejarahnya mungkin pk jkowi klo kropsi udah kya 
trus ga sadarkah kalian faselitas yg sekarang klian nikmati asal gagasan siapa 
rakyat miskin yg dri dlu klo sakit ga mampu ke rmh sakit skarang pke bbjs bos yg mampu aja pda pke bbjs ituh yg buat gagasanya presiden jokowi juga skarang bntuanya juga udah merata buat yg orng miskin smpe plosok";negatif
Gaya nya membangun tapi pake Utang,anak paud aja bisa kalau cuma gitu;negatif
Sueuh jokowi tanggung ja2ab;negatif
Eunak kan warisan dr pemerintahan Jokowi 😅😅😅😅😅😅😅😅😅😅😅;negatif
Yang punya kereta jakarta bandung kok seluruh pulau di Indonesia yang di suruh bayar terus pulau lain tidak di anggap. Pembangunan megaproyek cuma pulau Jawa saja;negatif
Yg tiap bulan dibayar rakyat aja gak untung,apalagi yg ngarep orang naik.;negatif
Ngeri memang tipu daya pemerintahan ini sejak dari dulu ,BUMN Pertamina rugi padahal rakyat beli cash ,listrik rugi padahal bayar cash jalan tol rugi padahal lewat bayar sampe ratusan ribu per mobil tambang rugi padahal tinggal keruk dll ,pertanyaan hasil semua itu kemana, kog rugi terus negara ,pajak naik terus ,tapi kog rugi terus negara ini 😂😂 ngeri nya tinggal di negara tipu muslihat bin abrakadabra ini;negatif
Jokowi suruh tanggung jawab;negatif
Untung gak negara.;negatif
Inilah yang diakibatkan kebijakan yang ugal2an akhirnya menimbulkan hutang aamiin.;negatif
Proyek ambisius yg membagongkan;negatif
Kembalikan ke mulyono aja itu gara gara mulyono semuanya jadi hutang;negatif
Kan kreta cepat di kurupsi.ya rampas yg kurupsi untuk bayar hutang.kayaknya Mulyono ikut kurupsi kreta cepat jkrt banding;negatif
Itu yg buat penjahat negara, tangkap semua.;negatif
Minta pertanggung jawaban ke presiden ke 7 Republik Indonesia,,;negatif
BAHAS ternak mulyono dong tempo;negatif
Siap siap tarif KRL jabodetabek naik..;negatif
Jokoweee jokoweee.. Ente bikin repot orang aja.. 😅;negatif
Urgensi apa...? RI belum butuh transportasi yg ngrusak uang negara... Lagi lagi yg nyetujui pasti yg mengatasnamakan wakil rakyat;negatif
