Review;Sentimen
Sebenarnya aplikasinya ini menyediakan untuk download file seperti KK dan KTP, supaya lebih mudah untuk kami pengguna untuk mencetak, ini aplikasi hanya untuk mempersulit pengguna di Indonesia saja, aplikasi pemerintah yang tidak berguna👍;Negatif
Kalau sistemnya belum benar benar siap jangan di luncurkan dulu, padahal sudah mengikuti langkah langkah sampai dapat email verifikasi tapi hasilnya tetap tidak bisa lanjut. Silahkan di evaluasi terlebih dahulu semoga kedepannya semakin lebih baik lagi Terima kasih;Negatif
pada punya pikiran ga... anda itu salah satu instansi pemerintah gamalau gitu bikin aplikasi tidak layak pakai di era digital sepereti ini;Negatif
Ini aplikasi untuk masyarakat apa untuk menguntungkan yg buat aplikasi ?? Yang penting jadi cuan masalah bisa berkerja atau tidaknya sistem bodo amat x ya;Negatif
"Sy pernah install apk ikd pertengahan th. 2023 pd android ver. 7.1.2. Apk jalan, krn tdk tau kegunaanya, apk ikd tdk pernah sy buka. Di th. 2024 (lupa blnnya), apk tdk jalan krn OS-nya tdk support. Dengan ganti hp android os ver 14, coba install ulang apk ikd, dibuka langsung isi pasword, pasword diisi selalu ""salah"" padahal pasword seperti yg di email (tdk pernah ganti). Bahkan akun di reset oleh petugas kelurahan, diulangi install lagi, hasil tetap sama, masuk isi pasword dan selalu salah.";Negatif
Kenapa tidak bisa masuk ke aplikasi ya;Negatif
jelek ga guna;Negatif
Aplikasi tikus berdasi,korupsi asu,ga jelas ini;Negatif
Loading mulu;Negatif
Buat apa sistem berbagi barcode itu klo nggak berfungsi? Bukannya mempermudah tapi mempersulit Kebanyakan eror nya;Negatif
buruk;Negatif
buka yg lain bisa tetapi membuka dokumen memerlukan waktu aga lama padahal jaringan bagus;Negatif
Program pemerintah bagus sebenernya biar terintegrasi secara online tapi sayangnya aplikasinya gak mendukung, lelet parah, ujung2nya ngurus administrasi kependudukan dll pake cara purba ya harus nyertain fotocopy.annya lagi, duhhh!! mau cetak mandiri juga susah yg pada akhirnya harus ke kantor ke dukcapil lagi, ngantri2 lagi, duhhh !!! Kalo bikin aplikasi yg bermodal dongg!! Tampilan aplikasinya aja gak nyenengin banget dan keliatan modal pas2an !!;Negatif
Tidak bisa di android 13.katanya online tp tetep di suruh ngurus kode QR jg k kantor;Negatif
Bagus;Negatif
tidak berguna sama sekali;Negatif
Jaringan bagus kouta banyak tetapi susah banget untuk melihat dokumen ktp online, tolong diperbaiki sistem server kak, supaya tidak muter muter jaringan nya di aplikasi nya;Negatif
nub;Negatif
Kalau lupa ikd paswordnya gimana;Negatif
Bikin dokumen 3 in 1 Udah 2 Minggu masih di suruh tunggu antrian Dukcapil bandar Lampung;Negatif
Aplikasinya tdk berfungsi selalu error sehingga bkn memudahkan tp mlh menyulitkan barcode yg dibagikan setelah di scan bkn dokumen yg kita minta. Mohon diadakan pembenahan ttg aplikasinya jgn asal bikin aplikasi tp tdk berguna dan tidak membantu samasekali;Negatif
Knapa gak bisa di buka;Negatif
Ga guna log in aja perlu ke dukcapil utk minta QR barcode nya 😑;Negatif
Aplikasi berbahaya. Dalam perjanjian syarat ketentuan penggunaan tertera bahwasanya penyedia lepas tanggung jawab terhadap seluruh kerugian kehilangan data dan penyalahgunaan data yg terjadi.;Negatif
Aplikasi apaan erroor ,, lemot.;Negatif
Aplikasi tolol, lagi buru-buru malah gak bisa dibuka;Negatif
Masa ga bisa login,harus daftar ulang kalau hp orang hilang Giman? Trus dftr ulang nya harus ke dukcapil lagi,bukan mempermudah malah mempersulit,bagaiman ini pemerintah buat apk Abal Abal lan;Negatif
Tidak membantu sama sekali, masak mau daftar harus minta barcode ke kantor capil;Negatif
Aplikasinya hanyalah bisa login di satu perangkat mau pindah ke hape lain jadi gak bisa;Negatif
Dapetin barcode aja harus datang k disdukcapil Setelah datang mnta cetak kartu KTP baru Pasti bilang y blangko abis mulu Aneh Masih aja d persulit;Negatif
Saya sudah ajukan pencatatan kelahiran via app sejak 12 desember tapi sampai hari ini belum di proses. Apa2an nih aplikasi pemerintah gak ada bener2 bagus pelayanannya..;Negatif
Aplikasi tidak membantu sama sekali 👎👎👎👎;Negatif
Gk bisa di download di HP vivo;Negatif
Woyyy nge lag pake gaya gaya an digital gak bisa log in nih buat nge cek KK...LOL;Negatif
Kebanyakan loading bos, ditungguin lama coba lagi. Lebih baik pekerjaan orang yg ahli di bidangnya saja. Jangan pekerjakan orang karena orang dalam tapi gk bisa apa-apa. Jadi kayak gini nih apk, unduh foto aja gk bisa. Cetak ke kecematan katanya udah gk cetak ktp lagi. Ah BOBROK;Negatif
Layanan tidak berguna. Apabila online seharusnya bisa dipermudah dan dipersingkat. Ini katanya online tapi ujung ujungnya harus datang ke kantor Dukcapil untuk tau scan barcode. Lain kali harus bener bener dicoba aplikasinya;Negatif
Loading 1 jam lebih buka dokumen, Aplikasi pemerintah hampir sama rata gak mumpuni!!!!!!!!;Negatif
Anggarannya dipake yg bener buat perawatan;Negatif
Setiap buka menu dokumen pasti selalu loading dan ada pemberitahuan kesalahan. Guna nya apa ini aplikasi kalo masih sulit buat di gunakan;Negatif
Tolong diperbaiki untuk pilihan dokumen. Saya sudah lama membuka dan menunggu tapi tida terbuka juga. Dan ketika terbuka juga untuk melihat dokumennya juga loadingnya lama nunggu membuat segala pengurusan yang saya perlukan tertunda;Negatif
ga jls bgt, ga bisa regist;Negatif
Apliksi Berat dan susah di gunakan Ngelek lemot;Negatif
Lupa pin kok enggak ada fitur ganti sandi,kalo niat buat ngeringanin warga jangan nanggung. Intinya (TAMBAHIN FITUR GANTI PIN KALO BISA PAKE SIDIK JARI JUGA);Negatif
taii ribet;Negatif
Aplikasinya jelek serba dibatasi;Negatif
setiap scan barcode linknya selalu bermasalah;Negatif
Bikin aplikasi nyontek pinjol kek, masalah verifikasi data, masa kalah sama pinjol, ga ketemu aja berani ngasih uang. Lucu emang,,,;Negatif
Gk Jokowi gk Prabowo sama aja..rungkad rungkad..;Negatif
Aplikasi kont*l🤣;Negatif
Aplikasi ngak jelas sering error potensi bocor anjir;Negatif
Aplikasi Ruwed;Negatif
Aplikasi gak bermutu! Gak berfaedah! APLIKASI SAMPAH!;Negatif
Masukin pin salah mulu gaje, kalo misalpun lupa harusnya ad tindakan bantuan;Negatif
pekuok, pekuok banget! kalo mau online, ya semua online. ngapain suruh dateng cuma scan? kan bisa validasi scan via online, aduhh tolol banget, SDM diperbaiki dulu;Negatif
Sangat lambat, email verifikasi sudah 1 minggu juga belum ada masuk. Katanya digital, tapi harus scan barcode ke kecamatan atau Disduk. Kalau mau hilirisasi ke digital jangan setengah-setengah.;Negatif
Kentutlah bikin aplikasi semau gue ,,,pengen ngisi data isi email tapi ditolak kaga bisa ,,,jadi maunya apa sih lu bikin aplikasi kaga becus,,sana sekolah lagi yang pinter di IT BEDEGONG;Negatif
Aplikasi ga guna, giliran dibutuhin malah ga bisa dibuka;Negatif
Kenapa aplikasinya tidak bisa di buka, Coba lagi, Coba lagi, Tolong dong perbaiki.;Negatif
Sekarang tidak bisa di buka,kalo di buka masalah konenksì teruss padahal kuota ada di coba pake wifi sama aja masalah koneksi teruss;Negatif
sring erot;Negatif
Tidak bisa masuk ke salahan jaringan;Negatif
Sebenernya Bagus serba Digital. Tetapi Aplikasi nya sering error mulu. Jangan pelit lah ngasih bugdet untuk Digitalisasi ,agar semua bisa diakses dengan mudah. Pengen digitalisasi tetapi tidak mencukupi sama aja bohong;Negatif
Kenapa gangguan terus sih?;Negatif
"Gara"" Apk ini ktp asli malah gak di kasih.";Negatif
Apk taii;Negatif
Sangat tidak siap untuk digitalisasi nya tolong perbaiki lagi jika memang mau semua harus menggunakan digital Buka foto KTP saja harus ribuan kali keluar masuk aplikasi baru ke buka dan itu pun tidak bisa di foto atau di screenshot pula Tolong perbaiki lagi sistemnya;Negatif
Aplikasi gak jelas, dibuat aplikasi untuk mempermudah malah ngga ada mudah mudahnya samsek..;Negatif
Pembodohan publik, buat apa ada digitalisasi kalau tetap harus pergi ke disdukcapil??supaya ada jatah untuk pegawai disdukcapil?;Negatif
ribet, sd ad KTP harus kedukcapil lg;Negatif
Layanan aplikasi yang tidak bermutu dan tidak berkualitas.;Negatif
Online itu ada untuk memudahkan kalau kayak gini mending gak usah buat aja ribet bet ... sangat tidak kompten;Negatif
Aplikasi bodong;Negatif
Aplikasi dr pemerintah mana ada yg bener. Buka dokumen muter2 doank gak jelas. Fitur bagikan ktp aja harus pake barcode. Harusnya ada fitur print, biar bisa cetak ktp fisik mandiri. Dana doang dari pusat gede, bikin aplikasi selalu ecek2.;Negatif
Apa kerja Dukcapil, buat program tapi gak di urus. Menghabisi anggaran aja, bisa di selidiki kpk. Ini;Negatif
Lucu. Online kok tetep harus scan verifikasinya datang.;Negatif
Untuk apa menciptakan aplikasi kalau harus datang ke kantor dinas capil hanya untuk scan barcode, buat yg nyiptain aplikasi minimal sekolah dulu;Negatif
Aplikasi apaan ni gak guna, kalo toh harus ke disdukcapil lagi untuk scan barcode apa gunanya ini aplikasi;Negatif
Padahal sudah daftar,tapi tidak ada fitur loginnya,gimana sih bikin apknya?;Negatif
Aplikasi sampah gak berguna,aplikasinya lambat banget padahal jaringan bagus tapi aplikasinya susah banget dibuka. Maklum aja lah namanya aplikasi pemerintah;Negatif
Perbaiki sistem nya . Apbn pergunakan dengan sebaiknya Jangan mark up anggaran;Negatif
Mau chek kartu keluarga aja susahnya minta ampun sistemnya pa ya ah;Negatif
apk ngelag;Negatif
Udah bikin akun, begitu ganti hape tapi gabisa masuk. Lol;Negatif
Ini nanti bocor gak data saya;Negatif
Aps online, tapi harus datang ke dukcapil. sama aja ngga online;Negatif
Gk fungsi ! Ada keterangan KK tpi gk bisa di gunakan harus KK asli dan KTP asli;Negatif
Ngak jadi online donk kalau daftar harus datang ke kantor untuk dapetin barcode nya;Negatif
Mau aktifin ikd susah amat sudah kepemkot scan barcode katanya server gangguan iya pula gangguan 2 hari GK kelarrrr;Negatif
Gmana apk nya lemot bgt pdhl penting buat penduduk lokal bisa di benahi gk kok seakan akan gk ada perubahan nyepelekan;Negatif
Aplikasi gk jls;Negatif
Edicahyono;Negatif
Sangat sangat ga jelas online tapi di suruh ke kecamatan buat scan kode QR setelah itu nunggu verifikasi email sudah 1x24 jam email tak kunjung ada, pertama gunanya online untuk apa kedua gunanya kecamatan untuk apa? Cuman mau benerin KTP rusak ribet banget konoha konoha;Negatif
ujung ujung nya harus ke capil..kalau ke capil juga ga usah pake pake apk lah..ga mampu berarti..kapan mau maju negara ini ga da yg gampang kalau udah berurusan dengan plat merah;Negatif
aplikasi tidak bisa dibuka;Negatif
Per 11 Desember 2024 sy baru download tidak bisa dibuka;Negatif
Aplikasi gak berguna, ktp saya rusak, terus saya mau samsat motor tidak bisa pakai ktp digital, gak guna buat apa, saya uninstal saja, gak penting;Negatif
Aplikasi Petugas2 Bodoh. Nyusahin iya.;Negatif
Apk soak tolol;Negatif
Gembel, masa email kgk muncul trus tiba2 pas masuk ke aplikasi harus masukin pin pdhl email aja kgk masuk dan saya belum buat pin;Negatif
gunung Bromo gunung Kelud.......;Negatif
Aplikasi dak beres;Negatif
Ngga bisa di install.....;Negatif
ya allah knp ini apk pas setiap mau di buka selalu memuat dan memuat terus,pdhl sy sdh cari di yutub cara atasi permasalahan nya.tapi ttp selalu gak bisa di buka apk nya selalu memuat terus.mau sampe kapan kaya gini. tolong dong di perbaiki.kalo apa2 serba online tolong jgn di bikin susah kaya gini,;Negatif
Aplikasi tidak berguna;Negatif
Baru instal suruh masukin PIN tapi salah terus, aplikasi apa ini ??? Bobrok banget;Negatif
APLIKASI YANG SANGAT MENYUSAHKAN PENGGUNA!!!! MAU DAFTAR AKUN SAJA HARUS PERGI KE KANTOR CAPIL ... GAK DI AKTIFKAN MASYARAKAT BUTUH, DI AKTIFKAN MENYUSAHKAN MASYARAKAT UNTUK DAFTAR!!! MENYUSAHKAN SAJA;Negatif
Ini mempersulit bukan mempermudah;Negatif
apk Tidak berguna sama sekali Katanya Digital Elektronik, mestinya Cukup dengan verifikasi foto Wajah, ternyata harus ke dukcapil dan Membuang waktu. tidak mungkin buat saya yang jauh kerja di luar kota. Buat aplikasi seperti tidak niat, padahal anggaran besar. kalau bisa dipersulit kenapa harus dimudahkan.;Negatif
Kagak usah pake online, mending offline. Menghemat APBN;Negatif
Online tapi untuk daftar minta barcode ke dukcapil. MEMAKAN WAKTU LAGI. YANG BIKIN APLIKASI SEHAT. ANGGARAN DIKUCURKAN TAPI APLIKASI TIDAK BERGUNA;Negatif
Jangan download aplikasi ini saya kena tipu,rek saya di bobol saya suruh download aplikasi ini;Negatif
Aplikasi gj udah beberapa nyoba daftar ke desa tapi ga berhasil berhasil email registrasi ga masuk² gara-gara pekerja yang mengerjakannya ga teliti masukin nama email sialan, yang salah orang lain tetep Dimata ortu gw yang salah sialan;Negatif
susah masuk nya tetep aj harus jalan k disdukcapil hadewwwwh;Negatif
Apk milik pemerintah, macam main main,gak support androit terbaru.kan gak lucu.;Negatif
Aplikasi digital tapi malah ngribetin;Negatif
Masih kurang apk nya,masa harus ke Capil buat minta barcode..hadeh;Negatif
Bukanya smakin mudah, malah mempersulit. Percuma di instal klo hrus ke dukcapil. Capil ke rmah jauh. Buang2 kuota saja. Malu x aplikasi mliyaran, cuma sbatas itu doang. Buat apa barcode klo ke cpil lagi euy 👎;Negatif
Ujung2 nya harus dateng juga ke dukcapil;Negatif
Katanya online...tapi tetap wajib pindai kode QR ke dukcapil..apk taii;Negatif
Imel tidak valit padahal sudah benar;Negatif
Kirain mempermudah, nyatanya mempersulit;Negatif
Aplikasi ini cocok buat ora kaya, yang miskin makin miskin karena bodoh, contoh kumpulin KK tuk daftar bansos, yang di masukin orang kaya dan sodaranya pemdes benar-benar kaco,;Negatif
Aplikasi ga guna,,,, setiap masuk ke tempat kerja /proyek/registrasi bank apa segala macem harus pake ktp fisik. Trus aplikasi ini gunanya untuk apa? Cuma nyampah di hp. ❌❌❌❌❌👎👎👎👎;Negatif
Maaf bukanya KTP digital kan lewat onlen ko harus ke dukcapil buat seken qr, bukan nya mempermudah ada teknologi masak harus ke dukcapil buatnya. Hadeh ribet amat buatnya;Negatif
Masih banyak masyrakat yang kesulitan Kata nya mempermudah tapi malah mempersulit Untuk masyrakat kecil seperti kami Harus antri untuk mendapatkan barcode Sampai berjam2;Negatif
CV jujur bersaudara;Negatif
Cuma mempersulit ,memperibet dan tidak jelas , kalau mau serba online sediakan layanan live chat yang bisa menjawab semua pertanyaan dan penanganan kendala secara online, untuk apa online jika ada kendala masih harus datang langsung ke kantor jadi rasanya tidak berguna digitalpun jika kendala masih harus ditangani secara offline;Negatif
Apk edan anying gk bsa di buka parah;Negatif
Aplikasi Setengah-Setengah... Apa bedanya klo kita harus ke Capil dlu, sekalian aja offline dong...;Negatif
Buruk tidak dapat keluar scan barcode;Negatif
Apa ini?? Fitur BAGIKAN drngan cara scan barcode malah gak fungsi sama sekali. D scan barcode nya bukan ktp atau dokumen yang muncul malah barcode nya itu sendiri. Mampu gak digitalisasi sistem? Kalo gak mampu mending gak usah.seharusnya mempermudah malah sangat menpersulit;Negatif
Tidak bisa log in padahal PIN dan chapta sudah sesuai duhhh;Negatif
Online???? Tapi kok masih harus scan QR ke Dispenduk??? Gimana ceritanya,,??? Ini Namanya bukan online pak!!!! Tetep aja ruwet, aneh!;Negatif
Untuk bapak ibuk yg bukin app ini pintar lah sedimit.. masa online kita haru scan qr dr perugas dudcapil ??? Emang apa si h yg online itu;Negatif
Seperti,sudah e-ktp tapi masih perlu fotocopy,lebih mudah dan lancar aplikasi judol dari pada ini.;Negatif
Ribet percuma ada apk kaya gini kirain gag usa pergi lagi ke kantor Duk cpl, Ter nyata harus pergi ke Duk cipil Utuk previkasi kode barkot taik lah tetap aja susah apk g guna;Negatif
PAJAK DOANK DINAIKIN, WEBSITE SAMPAH, APLIKASI SAMPAH, YG KERJA JUGA SAMPAH.;Negatif
Lucuu harus scan barcode di dukcapil, sama aja boong;Negatif
Buat apa bikin aplikasi kayak begini kalau ujung2nya dapetin barcodenya haruk ke dukcapil dulu;Negatif
Aplikasi ngabisin anggaran saja. Klau harus verifikasi ke disduk capil lagi ngapain harus ada Aplikasi ini.? Bego boleh tolol ya jangan.;Negatif
Aneh harus ke dukcapil juga, apk malah mempersulit y apk ini, kocak;Negatif
Perbaiki lagi dong aplikasinya biar mempermudahkan org² yg tinggalnya jauh dari kota seperti saya, setengah mati bukanya ini,scan QR lah ini lah itu lah,pusing juga.. bukan permudah malah persulit 🤦🤦🤦;Negatif
Ga guna, ujung-ujungnya harus datang juga ke tempatnya langsung;Negatif
bener bener dipersulit, kira saya bakal di permudah tapi buat verifikasi pun sulit;Negatif
Sudah mw 2thn lbh ga ada kemajuan indonesia gtu loh🤣🤣,pasti byk tangan2 kotor mkanya sulit berkembang;Negatif
Harusnya online itu mempermudah,bukan menyusahkan scan barcode harus ke kantor dukcapil dlu.ya sama aja kyk ngurus offline.tidak semua org kerjanya diwilayah masing2, byk yg luar kota,online harusnya bisa mengatasi itu, payah.;Negatif
Ingin mempermudah tapi birokrasinya repot karena harus datang lagi ke kantor dukcapil hanya untuk mendapatkan QR kode.iya klu dekat kantornya klu jarak tempuh sampai 20 an KM + antrian;Negatif
